SDC Deal Number,Company Name,Exit Type,Date Announced / Filed,Date Completed / Issued,Ticker,"Proceeds Amt + Overallot Sold All Markets
(USD)",Acquiror Name,"Rank Value Incl. Net Debt Sum
(USD)","Rank Value Incl. Net Debt Average
(USD)","Rank Value Incl. Net Debt Median
(USD)","M&A Deal Value Average
(USD)","M&A Deal Value Sum
(USD)","M&A Deal Value Median
(USD)","Value of Earnout Average
(USD)","Value of Earnout Sum
(USD)","Value of Earnout Median
(USD)","Purchase Price Average
(USD)","Purchase Price Sum
(USD)","Purchase Price Median
(USD)",Time to Exit (Years),No. of Deals,No. of IPOs,No. of Deals w/ M&A Deal Value,Exit Portfolio Company TRBC Industry Group,Exit Portfolio Company TRBC Industry,Exit Portfolio Company TRBC Economic Sector,Exit Portfolio Company TRBC Business Sector,Exit Portfolio Company TRBC Activity,Exit Date Completed / Issued,"Exit Portfolio Company Nation
('|')",Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued,Exit Date Completed / Issued,Exit Date Announced / Filed,Exit Date Completed / Issued
154083087666,Privi Organics Ltd,Secondary Sales,12/07/2016,26/08/2016,,0.00,Fairfax India Holdings Corp,55.12,55.12,55.12,55.12,55.12,55.12,0.00,0.00,0.00,55.12,55.12,55.12,5.5,1,0,1,Chemicals,Commodity Chemicals,Basic Materials,Chemicals,Tanning & Softening Agents,26/08/2016,India,12/07/2016,26/08/2016,26/08/2016,12/07/2016,26/08/2016,26/08/2016,12/07/2016,26/08/2016
34391271477,Axes Technologies (India) Pvt Ltd,Merger,16/11/2005,28/11/2005,,0.00,Mahindra-British Telecom,54.00,54.00,54.00,54.00,54.00,54.00,0.00,0.00,0.00,54.00,54.00,54.00,5.3,1,0,1,Telecommunications Services,Integrated Telecommunications Services,Technology,Telecommunications Services,Wired Telecommunications Carriers,28/11/2005,India,16/11/2005,28/11/2005,28/11/2005,16/11/2005,28/11/2005,28/11/2005,16/11/2005,28/11/2005
154082702220,Caratlane Trading Pvt Ltd,Merger,14/07/2016,03/08/2016,,0.00,Titan Co Ltd,53.31,53.31,53.31,53.31,53.31,53.31,0.00,0.00,0.00,53.31,53.31,53.31,5.1,1,0,1,Specialty Retailers,Apparel & Accessories Retailers,Consumer Cyclicals,Retailers,Jewelry & Watch Retailers,03/08/2016,India,14/07/2016,03/08/2016,03/08/2016,14/07/2016,03/08/2016,03/08/2016,14/07/2016,03/08/2016
34392715334,"Nilgiri Dairy Farm Pvt Ltd, The",Merger,20/11/2014,20/11/2014,,0.00,Future Consumer Enterprise Ltd,48.45,48.45,48.45,48.45,48.45,48.45,0.00,0.00,0.00,48.45,48.45,48.45,8.1,1,0,1,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Food Processing (NEC),20/11/2014,India,20/11/2014,20/11/2014,20/11/2014,20/11/2014,20/11/2014,20/11/2014,20/11/2014,20/11/2014
34392826048,Quess Corp Limited,Merger,05/02/2013,15/05/2013,,0.00,Thomas Cook(India)Ltd,48.28,48.28,48.28,48.28,48.28,48.28,0.00,0.00,0.00,48.28,48.28,48.28,5.3,1,0,1,Professional & Commercial Services,Employment Services,Industrials,Industrial & Commercial Services,Human Resources Consulting Services,15/05/2013,India,05/02/2013,15/05/2013,15/05/2013,05/02/2013,15/05/2013,15/05/2013,05/02/2013,15/05/2013
34392901213,Symbiotec Pharmalab Pvt Ltd,Merger,22/10/2013,22/10/2013,,0.00,Actis LLP,48.00,48.00,48.00,48.00,48.00,48.00,0.00,0.00,0.00,48.00,48.00,48.00,2.1,1,0,1,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals (NEC),22/10/2013,India,22/10/2013,22/10/2013,22/10/2013,22/10/2013,22/10/2013,22/10/2013,22/10/2013,22/10/2013
154088679987,Naturell (India) Pvt Ltd,Merger,30/10/2024,02/12/2024,,0.00,Zydus Wellness Ltd,46.40,46.40,46.40,46.40,46.40,46.40,0.00,0.00,0.00,46.40,46.40,46.40,4.8,1,0,1,Food & Tobacco,Food Processing,Consumer Non-Cyclicals,Food & Beverages,Special Foods & Wellbeing Products,02/12/2024,India,30/10/2024,02/12/2024,02/12/2024,30/10/2024,02/12/2024,02/12/2024,30/10/2024,02/12/2024
154085498086,Gokaldas Intimatewear Pvt Ltd,Secondary Sales,04/10/2019,04/10/2019,,0.00,Advent International Corp,45.06,45.06,45.06,45.06,45.06,45.06,0.00,0.00,0.00,45.06,45.06,45.06,7.3,1,0,1,Textiles & Apparel,Apparel & Accessories,Consumer Cyclicals,Cyclical Consumer Products,Lingerie,04/10/2019,India,04/10/2019,04/10/2019,04/10/2019,04/10/2019,04/10/2019,04/10/2019,04/10/2019,04/10/2019
154088372695,Vidal Healthcare Services Pvt Ltd,Merger,30/01/2024,26/04/2024,,0.00,Bajaj Finserv Health Ltd,44.53,44.53,44.53,39.09,39.09,39.09,0.00,0.00,0.00,39.09,39.09,39.09,7.6,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Ambulance & Emergency Services,26/04/2024,India,30/01/2024,26/04/2024,26/04/2024,30/01/2024,26/04/2024,26/04/2024,30/01/2024,26/04/2024
154085175663,Karix Mobile Pvt Ltd,Merger,20/08/2018,10/04/2019,,0.00,Tanla Solutions Ltd,43.22,43.22,43.22,43.22,43.22,43.22,0.00,0.00,0.00,43.22,43.22,43.22,0.0,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),10/04/2019,India,20/08/2018,10/04/2019,10/04/2019,20/08/2018,10/04/2019,10/04/2019,20/08/2018,10/04/2019
154085448961,Shopsense Retail Technologies Pvt Ltd,Merger,03/08/2019,03/08/2019,,0.00,Reliance Industrial Investments & Holdings Ltd,42.37,42.37,42.37,42.37,42.37,42.37,0.00,0.00,0.00,42.37,42.37,42.37,5.9,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,E-commerce & Auction Services,03/08/2019,India,03/08/2019,03/08/2019,03/08/2019,03/08/2019,03/08/2019,03/08/2019,03/08/2019,03/08/2019
154084993365,Micro Housing Finance Corp Ltd,Merger,28/09/2018,28/09/2018,,0.00,Svatantra Holding Pvt Ltd,41.35,41.35,41.35,41.35,41.35,41.35,0.00,0.00,0.00,41.35,41.35,41.35,9.0,1,0,1,Banking Services,Consumer Lending,Financials,Banking & Investment Services,Microfinancing,28/09/2018,India,28/09/2018,28/09/2018,28/09/2018,28/09/2018,28/09/2018,28/09/2018,28/09/2018,28/09/2018
34391780007,Innovative B2b Logistics,Secondary Sales,18/04/2009,18/04/2009,,0.00,India Value Fund Advisors Pvt Ltd,40.18,40.18,40.18,40.18,40.18,40.18,0.00,0.00,0.00,40.18,40.18,40.18,1.3,1,0,1,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Industrials,Transportation,"Passenger Transportation, Ground & Sea (NEC)",18/04/2009,India,18/04/2009,18/04/2009,18/04/2009,18/04/2009,18/04/2009,18/04/2009,18/04/2009,18/04/2009
34391701664,"RelQ Software Pvt., Ltd.",Merger,26/02/2007,26/06/2007,,0.00,Electronic Data Systems Corp,40.09,40.09,40.09,40.09,40.09,40.09,0.00,0.00,0.00,40.09,40.09,40.09,8.1,1,0,1,Software & IT Services,IT Services & Consulting,Technology,Software & IT Services,IT Services & Consulting (NEC),26/06/2007,India,26/02/2007,26/06/2007,26/06/2007,26/02/2007,26/06/2007,26/06/2007,26/02/2007,26/06/2007
34392875147,Nashik Vintners Pvt Ltd,Merger,20/05/2014,20/05/2014,,0.00,Investor Group,39.27,39.27,39.27,39.27,39.27,39.27,0.00,0.00,0.00,39.27,39.27,39.27,8.6,1,0,1,Beverages,Distillers & Wineries,Consumer Non-Cyclicals,Food & Beverages,Wineries,20/05/2014,India,20/05/2014,20/05/2014,20/05/2014,20/05/2014,20/05/2014,20/05/2014,20/05/2014,20/05/2014
154087651797,Harappa Learning Pvt Ltd,Merger,22/07/2022,22/07/2022,,0.00,Upgrad Education Pvt Ltd,37.57,37.57,37.57,37.57,37.57,37.57,0.00,0.00,0.00,37.57,37.57,37.57,2.5,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),22/07/2022,India,22/07/2022,22/07/2022,22/07/2022,22/07/2022,22/07/2022,22/07/2022,22/07/2022,22/07/2022
34392067451,Newgen Imaging Systems,Secondary Sales,04/07/2011,04/07/2011,,0.00,Investor Group,37.43,37.43,37.43,37.43,37.43,37.43,0.00,0.00,0.00,37.43,37.43,37.43,6.8,1,0,1,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Services (NEC),04/07/2011,India,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011
34391808664,"Ravin Cables, Ltd.",Merger,19/01/2010,19/01/2010,,0.00,Prysmian SpA,37.21,37.21,37.21,37.21,37.21,37.21,0.00,0.00,0.00,37.21,37.21,37.21,3.3,1,0,1,Communications & Networking,Communications & Networking,Technology,Technology Equipment,Fiber Optic Cable Manufacturing,19/01/2010,India,19/01/2010,19/01/2010,19/01/2010,19/01/2010,19/01/2010,19/01/2010,19/01/2010,19/01/2010
34392143398,Healthium Medtech Ltd,Secondary Sales,08/01/2012,03/11/2012,,0.00,CX Advisors LLP,37.17,37.17,37.17,37.17,37.17,37.17,0.00,0.00,0.00,37.17,37.17,37.17,3.2,1,0,1,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Healthcare,Healthcare Services & Equipment,"Medical Equipment, Supplies & Distribution (NEC)",03/11/2012,India,08/01/2012,03/11/2012,03/11/2012,08/01/2012,03/11/2012,03/11/2012,08/01/2012,03/11/2012
34393074058,Claris Lifesciences Ltd,Buyback,07/01/2014,06/06/2014,,0.00,Claris Lifesciences Ltd,37.12,37.12,37.12,37.12,37.12,37.12,0.00,0.00,0.00,37.12,37.12,37.12,1.9,1,0,1,Pharmaceuticals,Pharmaceuticals,Healthcare,Pharmaceuticals & Medical Research,Generic Pharmaceuticals,06/06/2014,India,07/01/2014,06/06/2014,06/06/2014,07/01/2014,06/06/2014,06/06/2014,07/01/2014,06/06/2014
34392053420,Sfo Technologies,Secondary Sales,11/04/2011,25/05/2011,,0.00,Investor Group,36.74,36.74,36.74,36.74,36.74,36.74,0.00,0.00,0.00,36.74,36.74,36.74,4.0,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),25/05/2011,India,11/04/2011,25/05/2011,25/05/2011,11/04/2011,25/05/2011,25/05/2011,11/04/2011,25/05/2011
34393069357,Krishna Institute Of Medical Sciences Ltd,Secondary Sales,27/06/2014,27/06/2014,,0.00,ICICI Venture Funds Management Co Ltd,36.64,36.64,36.64,36.64,36.64,36.64,0.00,0.00,0.00,36.64,36.64,36.64,4.6,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Healthcare Facilities & Services (NEC),27/06/2014,India,27/06/2014,27/06/2014,27/06/2014,27/06/2014,27/06/2014,27/06/2014,27/06/2014,27/06/2014
154088156224,House Of Kieraya Ltd,Merger,17/07/2023,14/09/2023,,0.00,Sheela Foam Ltd,36.56,36.56,36.56,36.56,36.56,36.56,0.00,0.00,0.00,36.56,36.56,36.56,6.9,1,0,1,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Consumer Goods Rental,14/09/2023,India,17/07/2023,14/09/2023,14/09/2023,17/07/2023,14/09/2023,14/09/2023,17/07/2023,14/09/2023
154083201597,Mcarbon Tech Innovation Pvt Ltd,Merger,09/02/2017,09/02/2017,,0.00,Nuance Communications Inc,36.00,36.00,36.00,36.00,36.00,36.00,0.00,0.00,0.00,36.00,36.00,36.00,8.0,1,0,1,Telecommunications Services,Wireless Telecommunications Services,Technology,Telecommunications Services,Wireless Telecommunications Services (NEC),09/02/2017,India,09/02/2017,09/02/2017,09/02/2017,09/02/2017,09/02/2017,09/02/2017,09/02/2017,09/02/2017
154087403544,Karrox Technologies Ltd,Merger,06/12/2021,07/04/2022,,0.00,Upgrad Education Pvt Ltd,33.96,33.96,33.96,27.00,27.00,27.00,0.00,0.00,0.00,27.00,27.00,27.00,21.5,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),07/04/2022,India,06/12/2021,07/04/2022,07/04/2022,06/12/2021,07/04/2022,07/04/2022,06/12/2021,07/04/2022
34392667595,GP Petroleums Ltd,Merger,19/03/2012,01/07/2014,,0.00,Sk Lubricants Co Ltd,33.76,33.76,33.76,33.76,33.76,33.76,0.00,0.00,0.00,33.76,33.76,33.76,5.5,1,0,1,Oil & Gas,Oil & Gas Refining and Marketing,Energy,Energy - Fossil Fuels,Oil & Gas Refining and Marketing (NEC),01/07/2014,India,19/03/2012,01/07/2014,01/07/2014,19/03/2012,01/07/2014,01/07/2014,19/03/2012,01/07/2014
154087333447,Brain4ce Education Solutions Pvt Ltd,Merger,23/09/2021,23/09/2021,,0.00,Veranda Learning Solutions Pvt Ltd,33.20,33.20,33.20,33.20,33.20,33.20,0.00,0.00,0.00,33.20,33.20,33.20,3.2,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),23/09/2021,India,23/09/2021,23/09/2021,23/09/2021,23/09/2021,23/09/2021,23/09/2021,23/09/2021,23/09/2021
154081872587,Newgen Imaging Systems,Secondary Sales,09/12/2014,09/12/2014,,0.00,The Carlyle Group LP,32.80,32.80,32.80,32.80,32.80,32.80,0.00,0.00,0.00,32.80,32.80,32.80,3.4,1,0,1,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Services (NEC),09/12/2014,India,09/12/2014,09/12/2014,09/12/2014,09/12/2014,09/12/2014,09/12/2014,09/12/2014,09/12/2014
154087839641,Zywie Ventures Pvt Ltd,Merger,08/12/2022,11/01/2023,,0.00,Hindustan Unilever Ltd,32.15,32.15,32.15,32.15,32.15,32.15,0.00,0.00,0.00,32.15,32.15,32.15,2.5,1,0,1,Specialty Retailers,Miscellaneous Specialty Retailers,Consumer Cyclicals,Retailers,Health Food Stores,11/01/2023,India,08/12/2022,11/01/2023,11/01/2023,08/12/2022,11/01/2023,11/01/2023,08/12/2022,11/01/2023
154085294700,Guerrilla Infra Solutions Pvt Ltd,Merger,15/03/2019,15/03/2019,,0.00,Oravel Stays Pvt Ltd,31.72,31.72,31.72,31.72,31.72,31.72,0.00,0.00,0.00,31.72,31.72,31.72,2.1,1,0,1,Real Estate Operations,"Real Estate Rental, Development & Operations",Real Estate,Real Estate,Office Real Estate Rental & Development,15/03/2019,India,15/03/2019,15/03/2019,15/03/2019,15/03/2019,15/03/2019,15/03/2019,15/03/2019,15/03/2019
154080091996,Maharashtra Natural Gas Ltd,Merger,04/08/2014,30/03/2015,,0.00,Indraprastha Gas Ltd,31.18,31.18,31.18,31.18,31.18,31.18,0.00,0.00,0.00,31.18,31.18,31.18,0.0,1,0,1,Natural Gas Utilities,Natural Gas Utilities,Utilities,Utilities,Natural Gas Distribution,30/03/2015,India,04/08/2014,30/03/2015,30/03/2015,04/08/2014,30/03/2015,30/03/2015,04/08/2014,30/03/2015
154079800713,Satyam Cineplexes Ltd,Merger,30/07/2014,09/08/2014,,0.00,Inox Leisure Ltd,30.30,30.30,30.30,30.30,30.30,30.30,0.00,0.00,0.00,30.30,30.30,30.30,5.6,1,0,1,Hotels & Entertainment Services,Leisure & Recreation,Consumer Cyclicals,Cyclical Consumer Services,Leisure & Recreation (NEC),09/08/2014,India,30/07/2014,09/08/2014,09/08/2014,30/07/2014,09/08/2014,09/08/2014,30/07/2014,09/08/2014
154085177238,Thumbworks Technologies Pvt Ltd,Merger,21/08/2018,21/08/2018,,0.00,Capfloat Financial Services Pvt Ltd,30.00,30.00,30.00,30.00,30.00,30.00,0.00,0.00,0.00,30.00,30.00,30.00,0.0,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Software (NEC),21/08/2018,India,21/08/2018,21/08/2018,21/08/2018,21/08/2018,21/08/2018,21/08/2018,21/08/2018,21/08/2018
154085100289,Centre for Sight Pvt Ltd,Merger,15/05/2019,15/05/2019,,0.00,Mahindra Partners,29.37,29.37,29.37,29.37,29.37,29.37,0.00,0.00,0.00,29.37,29.37,29.37,8.6,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,"Hospitals, Clinics & Primary Care Services",15/05/2019,India,15/05/2019,15/05/2019,15/05/2019,15/05/2019,15/05/2019,15/05/2019,15/05/2019,15/05/2019
154088724008,Core Diagnostics Pvt Ltd,Merger,09/12/2024,10/12/2024,,0.00,Metropolis Healthcare Ltd,29.15,29.15,29.15,29.15,29.15,29.15,0.00,0.00,0.00,29.15,29.15,29.15,12.1,1,0,1,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare,Healthcare Services & Equipment,Medical & Diagnostic Laboratories,10/12/2024,India,09/12/2024,10/12/2024,10/12/2024,09/12/2024,10/12/2024,10/12/2024,09/12/2024,10/12/2024
154085156783,Indus Software Pvt Ltd,Merger,20/07/2018,20/07/2018,,0.00,Ebix Inc,29.00,29.00,29.00,29.00,29.00,29.00,5.00,5.00,5.00,29.00,29.00,29.00,3.1,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Enterprise Software,20/07/2018,India,20/07/2018,20/07/2018,20/07/2018,20/07/2018,20/07/2018,20/07/2018,20/07/2018,20/07/2018
154087039632,Good Host Spaces Pvt Ltd,Secondary Sales,20/01/2021,22/04/2021,,0.00,Baskin Lake Investment Ltd,28.66,28.66,28.66,28.66,28.66,28.66,0.00,0.00,0.00,28.66,28.66,28.66,3.6,1,0,1,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Consumer Cyclicals,Cyclical Consumer Services,"Hotels, Motels & Cruise Lines (NEC)",22/04/2021,India,20/01/2021,22/04/2021,22/04/2021,20/01/2021,22/04/2021,22/04/2021,20/01/2021,22/04/2021
154085329162,Zero Effort Technologies Pvt Ltd,Merger,25/04/2019,25/04/2019,,0.00,Quikr India Pvt Ltd,28.59,28.59,28.59,28.59,28.59,28.59,0.00,0.00,0.00,28.59,28.59,28.59,1.6,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,E-commerce & Auction Services,25/04/2019,India,25/04/2019,25/04/2019,25/04/2019,25/04/2019,25/04/2019,25/04/2019,25/04/2019,25/04/2019
154088066081,Happily Unmarried Marketing Pvt Ltd,Merger,09/06/2023,09/08/2023,,0.00,VLCC Health Care Ltd,28.01,28.01,28.01,19.52,19.52,19.52,0.00,0.00,0.00,19.52,19.52,19.52,3.0,1,0,1,Personal & Household Products & Services,Personal Products,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Products (NEC),09/08/2023,India,09/06/2023,09/08/2023,09/08/2023,09/06/2023,09/08/2023,09/08/2023,09/06/2023,09/08/2023
154085185082,Miles Software Solutions Pvt Ltd,Merger,04/09/2018,04/09/2018,,0.00,ItzCash Card Ltd,27.50,27.50,27.50,27.50,27.50,27.50,8.50,8.50,8.50,27.50,27.50,27.50,9.7,1,0,1,Professional & Commercial Services,Business Support Services,Industrials,Industrial & Commercial Services,Business Support Services (NEC),04/09/2018,India,04/09/2018,04/09/2018,04/09/2018,04/09/2018,04/09/2018,04/09/2018,04/09/2018,04/09/2018
154079856265,Whats On India Media Private Ltd,Merger,09/07/2014,09/07/2014,,0.00,Tribune Digital Ventures Singapore Pte Ltd,27.00,27.00,27.00,27.00,27.00,27.00,0.00,0.00,0.00,27.00,27.00,27.00,2.8,1,0,1,Media & Publishing,Broadcasting,Consumer Cyclicals,Cyclical Consumer Services,Broadcasting (NEC),09/07/2014,India,09/07/2014,09/07/2014,09/07/2014,09/07/2014,09/07/2014,09/07/2014,09/07/2014,09/07/2014
34391752323,Kinetic Motor Company Ltd,Merger,30/07/2008,30/09/2008,,0.00,Mahindra & Mahindra Ltd,26.02,26.02,26.02,26.02,26.02,26.02,0.00,0.00,0.00,26.02,26.02,26.02,0.6,1,0,1,Investment Holding Companies,Investment Holding Companies,Financials,Investment Holding Companies,Shell Companies,30/09/2008,India,30/07/2008,30/09/2008,30/09/2008,30/07/2008,30/09/2008,30/09/2008,30/07/2008,30/09/2008
154086873361,Urban Ladder Home Decor Solutions Pvt Ltd,Merger,14/11/2020,14/11/2020,,0.00,Reliance Retail Ventures Ltd,24.43,24.43,24.43,24.43,24.43,24.43,0.00,0.00,0.00,24.43,24.43,24.43,8.3,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,E-commerce & Auction Services,14/11/2020,India,14/11/2020,14/11/2020,14/11/2020,14/11/2020,14/11/2020,14/11/2020,14/11/2020,14/11/2020
34391691713,Tejas Networks Ltd,Merger,18/10/2007,18/10/2007,,0.00,Goldman Sachs Group Inc,24.04,24.04,24.04,24.04,24.04,24.04,0.00,0.00,0.00,24.04,24.04,24.04,7.2,1,0,1,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Healthcare,Healthcare Services & Equipment,"Glasses, Spectacles & Contact Lenses",18/10/2007,India,18/10/2007,18/10/2007,18/10/2007,18/10/2007,18/10/2007,18/10/2007,18/10/2007,18/10/2007
34393031249,Samson Maritime Ltd,Secondary Sales,25/01/2014,25/01/2014,,0.00,Kotak Private Equity Group,23.93,23.93,23.93,23.93,23.93,23.93,0.00,0.00,0.00,23.93,23.93,23.93,0.0,1,0,1,Freight & Logistics Services,Marine Freight & Logistics,Industrials,Transportation,Inland Water Freight,25/01/2014,India,25/01/2014,25/01/2014,25/01/2014,25/01/2014,25/01/2014,25/01/2014,25/01/2014,25/01/2014
34392792059,"Asian Business Exhibitions & Conferences, Ltd.",Merger,04/12/2012,04/12/2012,,0.00,Airgate Holdings Ltd,22.42,22.42,22.42,22.42,22.42,22.42,0.00,0.00,0.00,22.42,22.42,22.42,2.1,1,0,1,Professional & Commercial Services,Business Support Services,Industrials,Industrial & Commercial Services,Exhibition & Conference Services,04/12/2012,India,04/12/2012,04/12/2012,04/12/2012,04/12/2012,04/12/2012,04/12/2012,04/12/2012,04/12/2012
34392068025,Kapstone Constructions Pvt Ltd,Merger,04/07/2011,04/07/2011,,0.00,Undisclosed Acquiror,20.27,20.27,20.27,20.27,20.27,20.27,0.00,0.00,0.00,20.27,20.27,20.27,4.7,1,0,1,Homebuilding & Construction Supplies,Homebuilding,Consumer Cyclicals,Cyclical Consumer Products,Residential Builders - Multifamily Homes,04/07/2011,India,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011,04/07/2011
154085533158,NowFloats Technologies Pvt Ltd,Merger,12/12/2019,12/12/2019,,0.00,Reliance Strategic Business Ventures Ltd,20.02,20.02,20.02,20.02,20.02,20.02,0.00,0.00,0.00,20.02,20.02,20.02,6.5,1,0,1,Software & IT Services,Software,Technology,Software & IT Services,Application Software,12/12/2019,India,12/12/2019,12/12/2019,12/12/2019,12/12/2019,12/12/2019,12/12/2019,12/12/2019,12/12/2019
34392648627,"PharmARC Analytic Solutions Pvt., Ltd.",Merger,24/01/2012,24/01/2012,,0.00,IMS Health Inc,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,20.00,20.00,20.00,5.1,1,0,1,Media & Publishing,Advertising & Marketing,Consumer Cyclicals,Cyclical Consumer Services,Marketing Consulting Services,24/01/2012,India,24/01/2012,24/01/2012,24/01/2012,24/01/2012,24/01/2012,24/01/2012,24/01/2012,24/01/2012
154082891354,Phoenix Lamps Ltd,Merger,06/05/2015,22/06/2015,,0.00,Suprajit Engineering Ltd,19.99,19.99,19.99,19.99,19.99,19.99,0.00,0.00,0.00,19.99,19.99,19.99,0.0,1,0,1,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Consumer Cyclicals,Cyclical Consumer Products,Lighting Fixtures,22/06/2015,India,06/05/2015,22/06/2015,22/06/2015,06/05/2015,22/06/2015,22/06/2015,06/05/2015,22/06/2015
154087317529,Imax Projects India Ltd,Merger,21/09/2021,21/09/2021,,0.00,Proficiency Learning Solutions Pvt Ltd,19.00,19.00,19.00,19.00,19.00,19.00,0.00,0.00,0.00,19.00,19.00,19.00,3.6,1,0,1,Software & IT Services,Online Services,Technology,Software & IT Services,Online Services (NEC),21/09/2021,India,21/09/2021,21/09/2021,21/09/2021,21/09/2021,21/09/2021,21/09/2021,21/09/2021,21/09/2021
34392794238,"Sree Ramcides Chemicals Pvt., Ltd.",Merger,05/12/2012,30/01/2013,,0.00,SDS Biotech KK,18.38,18.38,18.38,18.38,18.38,18.38,0.00,0.00,0.00,18.38,18.38,18.38,4.1,1,0,1,Chemicals,Agricultural Chemicals,Basic Materials,Chemicals,Agricultural Chemicals (NEC),30/01/2013,India,05/12/2012,30/01/2013,30/01/2013,05/12/2012,30/01/2013,30/01/2013,05/12/2012,30/01/2013
154088145627,Krsv Innovative Auto Solutions Pvt Ltd,Merger,28/08/2023,08/09/2023,,0.00,Schaeffler India Ltd,17.23,17.23,17.23,17.23,17.23,17.23,0.00,0.00,0.00,17.23,17.23,17.23,1.9,1,0,1,Automobiles & Auto Parts,Auto & Truck Manufacturers,Consumer Cyclicals,Automobiles & Auto Parts,Auto & Truck Manufacturers (NEC),08/09/2023,India,28/08/2023,08/09/2023,08/09/2023,28/08/2023,08/09/2023,08/09/2023,28/08/2023,08/09/2023
154085605488,Daawat Foods Ltd,Merger,13/02/2020,22/05/2020,,0.00,United Farmers Investment Co,17.23,17.23,17.23,17.23,17.23,17.23,0.00,0.00,0.00,17.23,17.23,17.23,10.4,1,0,1,Food & Drug Retailing,Food Retail & Distribution,Consumer Non-Cyclicals,Food & Drug Retailing,Food Retail & Distribution (NEC),22/05/2020,India,13/02/2020,22/05/2020,22/05/2020,13/02/2020,22/05/2020,22/05/2020,13/02/2020,22/05/2020
154087951038,Targetone Innovations Pvt Ltd,Merger,29/03/2023,29/03/2023,,0.00,Service Easy Technology Pvt Ltd,16.81,16.81,16.81,16.81,16.81,16.81,0.00,0.00,0.00,16.81,16.81,16.81,3.2,1,0,1,Personal & Household Products & Services,Personal Services,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal Services (NEC),29/03/2023,India,29/03/2023,29/03/2023,29/03/2023,29/03/2023,29/03/2023,29/03/2023,29/03/2023,29/03/2023
154085187002,Nykaa E-Retail Pvt Ltd,Secondary Sales,05/09/2018,05/09/2018,,0.00,Lighthouse India Fund III Ltd,15.79,15.79,15.79,15.79,15.79,15.79,0.00,0.00,0.00,15.79,15.79,15.79,2.9,1,0,1,Specialty Retailers,Miscellaneous Specialty Retailers,Consumer Cyclicals,Retailers,Personal Care Products Retailers,05/09/2018,India,05/09/2018,05/09/2018,05/09/2018,05/09/2018,05/09/2018,05/09/2018,05/09/2018,05/09/2018
34392830912,Landmark,Merger,18/02/2013,31/03/2014,,0.00,Trent Ltd,15.48,15.48,15.48,15.48,15.48,15.48,0.00,0.00,0.00,15.48,15.48,15.48,4.4,1,0,1,Specialty Retailers,Miscellaneous Specialty Retailers,Consumer Cyclicals,Retailers,Miscellaneous Specialty Retailers (NEC),31/03/2014,India,18/02/2013,31/03/2014,31/03/2014,18/02/2013,31/03/2014,31/03/2014,18/02/2013,31/03/2014
