"sdc_deal_number","company_name","exit_type","date_announced_filed","date_completed_issued","ticker","proceeds_amt_overallot_sold_all_markets_usd","acquiror_name","rank_value_incl_net_debt_sum_usd","rank_value_incl_net_debt_average_usd","rank_value_incl_net_debt_median_usd","m_a_deal_value_average_usd","m_a_deal_value_sum_usd","m_a_deal_value_median_usd","value_of_earnout_average_usd","value_of_earnout_sum_usd","value_of_earnout_median_usd","purchase_price_average_usd","purchase_price_sum_usd","purchase_price_median_usd","time_to_exit_years","no_of_deals","no_of_ipos","no_of_deals_w_m_a_deal_value","exit_portfolio_company_trbc_industry_group","exit_portfolio_company_trbc_industry","exit_portfolio_company_trbc_economic_sector","exit_portfolio_company_trbc_business_sector","exit_portfolio_company_trbc_activity","exit_date_completed_issued_30","exit_portfolio_company_nation","exit_date_announced_filed_32","exit_date_completed_issued_33","exit_date_completed_issued_34","exit_date_announced_filed_35","exit_date_completed_issued_36","exit_date_completed_issued_37","exit_date_announced_filed_38","exit_date_completed_issued_39","exit_year","company","exit_value","sector"
"154085433637","Absolute Sports Pvt Ltd","Merger","14/07/2019","14/07/2019",NA,0,"Nazara Technologies Ltd",5.26,5.26,5.26,5.26,5.26,5.26,0,0,0,5.26,5.26,5.26,0,1,0,1,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","14/07/2019","India","14/07/2019","14/07/2019","14/07/2019","14/07/2019","14/07/2019","14/07/2019","14/07/2019","14/07/2019",NA,"Absolute Sports Pvt Ltd",154085433637,"Software & IT Services"
"154085189985","Genesis Colors Ltd","Merger","08/09/2018","08/09/2018",NA,0,"Reliance Brands Ltd",4.85,4.85,4.85,4.85,4.85,4.85,0,0,0,4.85,4.85,4.85,12.2,1,0,1,"Specialty Retailers","Apparel & Accessories Retailers","Consumer Cyclicals","Retailers","Apparel & Accessories Retailers (NEC)","08/09/2018","India","08/09/2018","08/09/2018","08/09/2018","08/09/2018","08/09/2018","08/09/2018","08/09/2018","08/09/2018",NA,"Genesis Colors Ltd",154085189985,"Specialty Retailers"
"154083065758","Asian Energy Services Ltd","Merger","23/05/2016","16/11/2016",NA,0,"Oilmax Energy Pvt Ltd",4.45,4.45,4.45,4.45,4.45,4.45,0,0,0,4.45,4.45,4.45,8.8,1,0,1,"Oil & Gas Related Equipment and Services","Oil Related Services and Equipment","Energy","Energy - Fossil Fuels","Oil Related Services","16/11/2016","India","23/05/2016","16/11/2016","16/11/2016","23/05/2016","16/11/2016","16/11/2016","23/05/2016","16/11/2016",NA,"Asian Energy Services Ltd",154083065758,"Oil & Gas Related Equipment and Services"
"34392811862","HHV Solar Technologies Pvt Ltd","Merger","08/01/2013","21/01/2013",NA,0,"Swelect Energy Systems Ltd",4,4,4,4,4,4,0,0,0,4,4,4,4.8,1,0,1,"Renewable Energy","Renewable Energy Equipment & Services","Energy","Renewable Energy","Photovoltaic Solar Systems & Equipment","21/01/2013","India","08/01/2013","21/01/2013","21/01/2013","08/01/2013","21/01/2013","21/01/2013","08/01/2013","21/01/2013",NA,"HHV Solar Technologies Pvt Ltd",34392811862,"Renewable Energy"
"154087789347","A.M Marketplaces Pvt Ltd","Merger","17/10/2022","10/11/2022",NA,0,"V-Mart Retail Ltd",3.78,3.78,3.78,3.78,3.78,3.78,0,0,0,3.78,3.78,3.78,10.1,1,0,1,"Software & IT Services","Online Services","Technology","Software & IT Services","E-commerce & Auction Services","10/11/2022","India","17/10/2022","10/11/2022","10/11/2022","17/10/2022","10/11/2022","10/11/2022","17/10/2022","10/11/2022",NA,"A.M Marketplaces Pvt Ltd",154087789347,"Software & IT Services"
"34391648112","Crossword Bookstores Ltd","Merger","22/04/2005","06/07/2005",NA,0,"Shoppers Stop Ltd",3.27,3.27,3.27,3.27,3.27,3.27,0,0,0,3.27,3.27,3.27,5.3,1,0,1,"Specialty Retailers","Miscellaneous Specialty Retailers","Consumer Cyclicals","Retailers","Book & Magazine Retailers","06/07/2005","India","22/04/2005","06/07/2005","06/07/2005","22/04/2005","06/07/2005","06/07/2005","22/04/2005","06/07/2005",NA,"Crossword Bookstores Ltd",34391648112,"Specialty Retailers"
"154087043969","OSlabs Pte Ltd","Merger","26/01/2021","26/01/2021",NA,0,"Affle Global Pte Ltd",2.86,2.86,2.86,2.86,2.86,2.86,0,0,0,2.86,2.86,2.86,5,1,0,1,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","26/01/2021","India","26/01/2021","26/01/2021","26/01/2021","26/01/2021","26/01/2021","26/01/2021","26/01/2021","26/01/2021",NA,"OSlabs Pte Ltd",154087043969,"Software & IT Services"
"154085207742","LivQuik Technology (India) Pvt Ltd","Merger","01/10/2018","13/11/2018",NA,0,"Future Enterprises Ltd",2.76,2.76,2.76,2.76,2.76,2.76,0,0,0,2.76,2.76,2.76,5.3,1,0,1,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","13/11/2018","India","01/10/2018","13/11/2018","13/11/2018","01/10/2018","13/11/2018","13/11/2018","01/10/2018","13/11/2018",NA,"LivQuik Technology (India) Pvt Ltd",154085207742,"Software & IT Services"
"154082666465","SpaceBound Web Labs Pvt Ltd","Merger","10/02/2015","10/02/2015",NA,0,"Bigtree Entertainment Pvt Ltd",2,2,2,2,2,2,0,0,0,2,2,2,1.8,1,0,1,"Software & IT Services","Online Services","Technology","Software & IT Services","E-commerce & Auction Services","10/02/2015","India","10/02/2015","10/02/2015","10/02/2015","10/02/2015","10/02/2015","10/02/2015","10/02/2015","10/02/2015",NA,"SpaceBound Web Labs Pvt Ltd",154082666465,"Software & IT Services"
"154085769909","HalaPlay","Merger","12/06/2020","12/06/2020",NA,0,"Nazara Technologies Ltd",1.92,1.92,1.92,1.92,1.92,1.92,0,0,0,1.92,1.92,1.92,2.6,1,0,1,"Software & IT Services","Online Services","Technology","Software & IT Services","Internet Gaming","12/06/2020","India","12/06/2020","12/06/2020","12/06/2020","12/06/2020","12/06/2020","12/06/2020","12/06/2020","12/06/2020",NA,"HalaPlay",154085769909,"Software & IT Services"
"34391655342","AT&S ECAD Technologies Pte, Ltd.","Merger","05/08/2005","05/08/2005",NA,0,"Austria Technologie & Systemtechnik AG{AT&S}",1.73,1.73,1.73,1.73,1.73,1.73,0,0,0,1.73,1.73,1.73,4.6,1,0,1,"Semiconductors & Semiconductor Equipment","Semiconductors","Technology","Technology Equipment","Integrated Circuits","05/08/2005","India","05/08/2005","05/08/2005","05/08/2005","05/08/2005","05/08/2005","05/08/2005","05/08/2005","05/08/2005",NA,"AT&S ECAD Technologies Pte, Ltd.",34391655342,"Semiconductors & Semiconductor Equipment"
"154088075815","Stark Enterprises Pvt Ltd","Merger","16/06/2023","04/08/2023",NA,0,"Adani Digital Labs Pvt Ltd",1.6,1.6,1.6,0.82,0.82,0.82,0,0,0,0.82,0.82,0.82,1,1,0,1,"Software & IT Services","Software","Technology","Software & IT Services","Mobile Application Software","04/08/2023","India","16/06/2023","04/08/2023","04/08/2023","16/06/2023","04/08/2023","04/08/2023","16/06/2023","04/08/2023",NA,"Stark Enterprises Pvt Ltd",154088075815,"Software & IT Services"
"154087234294","Boatman Tech Pvt Ltd","Merger","07/07/2021","17/09/2021",NA,0,"Matrimony.Com Ltd",1.47,1.47,1.47,1.47,1.47,1.47,0,0,0,1.47,1.47,1.47,5.1,1,0,1,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","17/09/2021","India","07/07/2021","17/09/2021","17/09/2021","07/07/2021","17/09/2021","17/09/2021","07/07/2021","17/09/2021",NA,"Boatman Tech Pvt Ltd",154087234294,"Software & IT Services"
"154084816865","Adani Power, Ltd.","IPO","21/07/2009","03/08/2009",NA,637.47,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1,1,0,"Electric Utilities & IPPs","Electric Utilities","Utilities","Utilities","Geothermal Electric Utilities","03/08/2009","India","21/07/2009","03/08/2009","03/08/2009","21/07/2009","03/08/2009","03/08/2009","21/07/2009","03/08/2009",NA,"Adani Power, Ltd.",154084816865,"Electric Utilities & IPPs"
"34391313961","Nevis Networks (India) Pvt Ltd","Merger","31/05/2009","31/05/2009",NA,0,"Aviram Networks Inc",0,0,0,0,0,0,0,0,0,0,0,0,6.1,1,0,0,"Computers, Phones & Household Electronics","Computer Hardware","Technology","Technology Equipment","Output Devices","31/05/2009","India","31/05/2009","31/05/2009","31/05/2009","31/05/2009","31/05/2009","31/05/2009","31/05/2009","31/05/2009",NA,"Nevis Networks (India) Pvt Ltd",34391313961,"Computers, Phones & Household Electronics"
"154084850699","DB Realty, Ltd.","IPO","30/09/2009","05/02/2010",NA,321.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1,1,0,"Real Estate Operations","Real Estate Rental, Development & Operations","Real Estate","Real Estate","Real Estate Rental, Development & Operations (NEC)","05/02/2010","India","30/09/2009","05/02/2010","05/02/2010","30/09/2009","05/02/2010","05/02/2010","30/09/2009","05/02/2010",NA,"DB Realty, Ltd.",154084850699,"Real Estate Operations"
"34391810252","Mango Technologies","Secondary Sales","03/02/2010","03/02/2010",NA,0,"Undisclosed Acquiror",0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","03/02/2010","India","03/02/2010","03/02/2010","03/02/2010","03/02/2010","03/02/2010","03/02/2010","03/02/2010","03/02/2010",NA,"Mango Technologies",34391810252,"Software & IT Services"
"154084834574","MakeMyTrip (India) Pvt Ltd","IPO","26/07/2010","11/08/2010",NA,80.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.1,1,1,0,"Hotels & Entertainment Services","Leisure & Recreation","Consumer Cyclicals","Cyclical Consumer Services","Travel Agents","11/08/2010","India","26/07/2010","11/08/2010","11/08/2010","26/07/2010","11/08/2010","11/08/2010","26/07/2010","11/08/2010",NA,"MakeMyTrip (India) Pvt Ltd",154084834574,"Hotels & Entertainment Services"
"34391831336","Venture Infotek Global Pvt., Ltd.","Merger","26/08/2010","26/08/2010",NA,0,"Atos SE",0,0,0,0,0,0,0,0,0,0,0,0,11.2,1,0,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Leasing","26/08/2010","India","26/08/2010","26/08/2010","26/08/2010","26/08/2010","26/08/2010","26/08/2010","26/08/2010","26/08/2010",NA,"Venture Infotek Global Pvt., Ltd.",34391831336,"Banking Services"
"34391835412","Accutest Research Lab I Pvt Ltd","Secondary Sales","05/10/2010","05/10/2010",NA,0,"Greater Pacific Capital Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.2,1,0,0,"Biotechnology & Medical Research","Biotechnology & Medical Research","Healthcare","Pharmaceuticals & Medical Research","Biotechnology & Medical Research (NEC)","05/10/2010","India","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010","05/10/2010",NA,"Accutest Research Lab I Pvt Ltd",34391835412,"Biotechnology & Medical Research"
"34391323410","VMLogix","Merger","30/08/2010","09/09/2010",NA,0,"Citrix Systems Inc",0,0,0,0,0,0,0,0,0,0,0,0,4.2,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","09/09/2010","India","30/08/2010","09/09/2010","09/09/2010","30/08/2010","09/09/2010","09/09/2010","30/08/2010","09/09/2010",NA,"VMLogix",34391323410,"Software & IT Services"
"34391842475","Rupeetalk Financial Services Pvt Ltd","Secondary Sales","12/12/2010","12/12/2010",NA,0,"NetAmbit Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","12/12/2010","India","12/12/2010","12/12/2010","12/12/2010","12/12/2010","12/12/2010","12/12/2010","12/12/2010","12/12/2010",NA,"Rupeetalk Financial Services Pvt Ltd",34391842475,"Software & IT Services"
"34391838337","RFCL, Ltd.","Secondary Sales","03/11/2010","01/03/2011",NA,0,"Avantor Performance Materials Holdings LLC",0,0,0,0,0,0,0,0,0,0,0,0,5.2,1,0,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","01/03/2011","India","03/11/2010","01/03/2011","01/03/2011","03/11/2010","01/03/2011","01/03/2011","03/11/2010","01/03/2011",NA,"RFCL, Ltd.",34391838337,"Pharmaceuticals"
"34391855411","Spykar Lifestyle Pvt  Ltd","Secondary Sales","07/01/2011","15/03/2011",NA,0,"Spykar Lifestyle Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.9,1,0,0,"Textiles & Apparel","Apparel & Accessories","Consumer Cyclicals","Cyclical Consumer Products","Men's Clothing","15/03/2011","India","07/01/2011","15/03/2011","15/03/2011","07/01/2011","15/03/2011","15/03/2011","07/01/2011","15/03/2011",NA,"Spykar Lifestyle Pvt  Ltd",34391855411,"Textiles & Apparel"
"34392721829","Web Development Company, Ltd.","Merger","18/07/2012","18/07/2012",NA,0,"ManpowerGroup Inc",0,0,0,0,0,0,0,0,0,0,0,0,12.1,1,0,0,"Professional & Commercial Services","Employment Services","Industrials","Industrial & Commercial Services","Executive Search Services","18/07/2012","India","18/07/2012","18/07/2012","18/07/2012","18/07/2012","18/07/2012","18/07/2012","18/07/2012","18/07/2012",NA,"Web Development Company, Ltd.",34392721829,"Professional & Commercial Services"
"34391648943","Linc Software Services Pte., Ltd.","Merger","05/05/2005","05/05/2005",NA,0,"Mindtree Consulting Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5.6,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","05/05/2005","India","05/05/2005","05/05/2005","05/05/2005","05/05/2005","05/05/2005","05/05/2005","05/05/2005","05/05/2005",NA,"Linc Software Services Pte., Ltd.",34391648943,"Software & IT Services"
"34391712460","SkyGourmet Catering Pvt, Ltd.","Reverse Takeover (RTO)","19/06/2007","20/07/2007",NA,0,"India Hospitality Corp",0,0,0,0,0,0,0,0,0,0,0,0,2.8,1,0,0,"Hotels & Entertainment Services","Restaurants & Bars","Consumer Cyclicals","Cyclical Consumer Services","Banquet Halls & Catering","20/07/2007","India","19/06/2007","20/07/2007","20/07/2007","19/06/2007","20/07/2007","20/07/2007","19/06/2007","20/07/2007",NA,"SkyGourmet Catering Pvt, Ltd.",34391712460,"Hotels & Entertainment Services"
"34391646589","Rev IT Systems Pvt., Ltd.","Merger","01/04/2005","06/04/2005",NA,0,"ICICI OneSource Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1.6,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","06/04/2005","India","01/04/2005","06/04/2005","06/04/2005","01/04/2005","06/04/2005","06/04/2005","01/04/2005","06/04/2005",NA,"Rev IT Systems Pvt., Ltd.",34391646589,"Professional & Commercial Services"
"34391758121","eOfficePlanet.com India Pvt., Ltd.","Merger","29/04/2008","29/04/2008",NA,0,"Investor Group",0,0,0,0,0,0,0,0,0,0,0,0,8.1,1,0,0,"Office Equipment","Office Equipment","Technology","Technology Equipment","Office Equipment Wholesale","29/04/2008","India","29/04/2008","29/04/2008","29/04/2008","29/04/2008","29/04/2008","29/04/2008","29/04/2008","29/04/2008",NA,"eOfficePlanet.com India Pvt., Ltd.",34391758121,"Office Equipment"
"34391668567","Purple Vision Technologies Pvt., Ltd.","Merger","01/09/2005","01/09/2005",NA,0,"TES Electronic Solutions SA",0,0,0,0,0,0,0,0,0,0,0,0,4.7,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","Technology Consulting & Outsourcing Services","01/09/2005","India","01/09/2005","01/09/2005","01/09/2005","01/09/2005","01/09/2005","01/09/2005","01/09/2005","01/09/2005",NA,"Purple Vision Technologies Pvt., Ltd.",34391668567,"Software & IT Services"
"34391708332","Ace Refractories","Merger","01/08/2007","02/08/2007",NA,0,"Imerys SA",0,0,0,0,0,0,0,0,0,0,0,0,1.8,1,0,0,"Construction Materials","Construction Materials","Basic Materials","Mineral Resources","Construction Materials (NEC)","02/08/2007","India","01/08/2007","02/08/2007","02/08/2007","01/08/2007","02/08/2007","02/08/2007","01/08/2007","02/08/2007",NA,"Ace Refractories",34391708332,"Construction Materials"
"34391294721","Picturehouse Media, Ltd.","Merger","26/10/2007","26/10/2007",NA,0,"TAG Equity Partners LLC",0,0,0,0,0,0,0,0,0,0,0,0,7.6,1,0,0,"Media & Publishing","Entertainment Production","Consumer Cyclicals","Cyclical Consumer Services","Movie, TV Production & Distribution","26/10/2007","India","26/10/2007","26/10/2007","26/10/2007","26/10/2007","26/10/2007","26/10/2007","26/10/2007","26/10/2007",NA,"Picturehouse Media, Ltd.",34391294721,"Media & Publishing"
"34391696672","IIS Scientific Computing Ltd.","Merger","26/12/2006","13/09/2007",NA,0,"SAIC Ltd",0,0,0,0,0,0,0,0,0,0,0,0,7.3,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","Computer Programming","13/09/2007","India","26/12/2006","13/09/2007","13/09/2007","26/12/2006","13/09/2007","13/09/2007","26/12/2006","13/09/2007",NA,"IIS Scientific Computing Ltd.",34391696672,"Software & IT Services"
"34391792045","TravelGuru","Merger","18/08/2009","18/08/2009",NA,0,"Travelocity.com LP",0,0,0,0,0,0,0,0,0,0,0,0,3.5,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","18/08/2009","India","18/08/2009","18/08/2009","18/08/2009","18/08/2009","18/08/2009","18/08/2009","18/08/2009","18/08/2009",NA,"TravelGuru",34391792045,"Software & IT Services"
"34391780905","RFCL, Ltd. - Vetnex Animal Health Unit","Merger","28/04/2009","08/06/2009",NA,0,"Pfizer Inc",0,0,0,0,0,0,0,0,0,0,0,0,3.4,1,0,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","08/06/2009","India","28/04/2009","08/06/2009","08/06/2009","28/04/2009","08/06/2009","08/06/2009","28/04/2009","08/06/2009",NA,"RFCL, Ltd. - Vetnex Animal Health Unit",34391780905,"Pharmaceuticals"
"34391768981","Miles Software Solutions Pvt Ltd","Secondary Sales","29/12/2008","29/12/2008",NA,0,"Lighthouse Funds LLC",0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","29/12/2008","India","29/12/2008","29/12/2008","29/12/2008","29/12/2008","29/12/2008","29/12/2008","29/12/2008","29/12/2008",NA,"Miles Software Solutions Pvt Ltd",34391768981,"Professional & Commercial Services"
"34392127929","Paras Pharmaceuticals, Ltd.","Secondary Sales","31/03/2008","31/03/2008",NA,0,"Actis Investment Holdings SL Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1.6,1,0,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","31/03/2008","India","31/03/2008","31/03/2008","31/03/2008","31/03/2008","31/03/2008","31/03/2008","31/03/2008","31/03/2008",NA,"Paras Pharmaceuticals, Ltd.",34392127929,"Pharmaceuticals"
"34391665100","Plexion Tech(India)Pvt Ltd","Secondary Sales","12/12/2005","15/02/2006",NA,0,"Mahindra & Mahindra Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5.1,1,0,0,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Civil Engineers & Architects","15/02/2006","India","12/12/2005","15/02/2006","15/02/2006","12/12/2005","15/02/2006","15/02/2006","12/12/2005","15/02/2006",NA,"Plexion Tech(India)Pvt Ltd",34391665100,"Construction & Engineering"
"34391777575","Gopi Vallabh Solutions Pvt Ltd","Secondary Sales","25/03/2009","25/03/2009",NA,0,"Undisclosed Acquiror",0,0,0,0,0,0,0,0,0,0,0,0,8.3,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","25/03/2009","India","25/03/2009","25/03/2009","25/03/2009","25/03/2009","25/03/2009","25/03/2009","25/03/2009","25/03/2009",NA,"Gopi Vallabh Solutions Pvt Ltd",34391777575,"Software & IT Services"
"34391852709","VFortress Network Security Pvt Ltd","Merger","02/05/2008","05/05/2008",NA,0,"ProTek Capital Inc",0,0,0,0,0,0,0,0,0,0,0,0,3.5,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","05/05/2008","India","02/05/2008","05/05/2008","05/05/2008","02/05/2008","05/05/2008","05/05/2008","02/05/2008","05/05/2008",NA,"VFortress Network Security Pvt Ltd",34391852709,"Software & IT Services"
"154084773001","MindTree Ltd","IPO","09/02/2007","17/02/2007",NA,54.19,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.3,1,1,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","17/02/2007","India","09/02/2007","17/02/2007","17/02/2007","09/02/2007","17/02/2007","17/02/2007","09/02/2007","17/02/2007",NA,"MindTree Ltd",154084773001,"Software & IT Services"
"34391645183","Dats India Ltd","Merger","15/03/2005","15/03/2005",NA,0,"Europlex Technologies Ltd",0,0,0,0,0,0,0,0,0,0,0,0,2.2,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Security Services","15/03/2005","India","15/03/2005","15/03/2005","15/03/2005","15/03/2005","15/03/2005","15/03/2005","15/03/2005","15/03/2005",NA,"Dats India Ltd",34391645183,"Professional & Commercial Services"
"154084785308","Yes Bank Ltd","IPO","02/06/2005","22/06/2005",NA,72.53,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1,1,0,"Banking Services","Banks","Financials","Banking & Investment Services","Banks (NEC)","22/06/2005","India","02/06/2005","22/06/2005","22/06/2005","02/06/2005","22/06/2005","22/06/2005","02/06/2005","22/06/2005",NA,"Yes Bank Ltd",154084785308,"Banking Services"
"154084736658","HT Media Ltd.","IPO","04/08/2005","16/08/2005",NA,93.81,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,"Media & Publishing","Consumer Publishing","Consumer Cyclicals","Cyclical Consumer Services","Newspaper Publishing","16/08/2005","India","04/08/2005","16/08/2005","16/08/2005","04/08/2005","16/08/2005","16/08/2005","04/08/2005","16/08/2005",NA,"HT Media Ltd.",154084736658,"Media & Publishing"
"154084863689","Time Technoplast, Ltd.","IPO","28/12/2006","30/05/2007",NA,30.44,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.7,1,1,0,"Chemicals","Specialty Chemicals","Basic Materials","Chemicals","Specialty Chemicals (NEC)","30/05/2007","India","28/12/2006","30/05/2007","30/05/2007","28/12/2006","30/05/2007","30/05/2007","28/12/2006","30/05/2007",NA,"Time Technoplast, Ltd.",154084863689,"Chemicals"
"154084860743","Omnitech Infosolutions, Ltd.","IPO","27/09/2006","02/08/2007",NA,8.73,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.6,1,1,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","02/08/2007","India","27/09/2006","02/08/2007","02/08/2007","27/09/2006","02/08/2007","02/08/2007","27/09/2006","02/08/2007",NA,"Omnitech Infosolutions, Ltd.",154084860743,"Software & IT Services"
"154084813533","Titagarh Wagons, Ltd.","IPO","24/03/2008","28/03/2008",NA,32.29,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1,1,0,"Machinery, Tools, Heavy Vehicles, Trains & Ships","Heavy Machinery & Vehicles","Industrials","Industrial Goods","Heavy Machinery & Vehicles (NEC)","28/03/2008","India","24/03/2008","28/03/2008","28/03/2008","24/03/2008","28/03/2008","28/03/2008","24/03/2008","28/03/2008",NA,"Titagarh Wagons, Ltd.",154084813533,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
"154084816687","20 Microns, Ltd.","IPO","19/03/2008","16/09/2008",NA,5.11,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.7,1,1,0,"Chemicals","Specialty Chemicals","Basic Materials","Chemicals","Specialty Chemicals (NEC)","16/09/2008","India","19/03/2008","16/09/2008","16/09/2008","19/03/2008","16/09/2008","16/09/2008","19/03/2008","16/09/2008",NA,"20 Microns, Ltd.",154084816687,"Chemicals"
"34391847861","Webshastra Pvt, Ltd.","Merger","17/07/2006","17/07/2006",NA,0,"Position2 Inc",0,0,0,0,0,0,0,0,0,0,0,0,6.3,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","17/07/2006","India","17/07/2006","17/07/2006","17/07/2006","17/07/2006","17/07/2006","17/07/2006","17/07/2006","17/07/2006",NA,"Webshastra Pvt, Ltd.",34391847861,"Software & IT Services"
"34391837455","Kesar Marble and Granite Ltd","Merger","12/05/2010","12/05/2010",NA,0,"Coffee Day Holdings Co Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.1,1,0,0,"Construction Materials","Construction Materials","Basic Materials","Mineral Resources","Rock Mining","12/05/2010","India","12/05/2010","12/05/2010","12/05/2010","12/05/2010","12/05/2010","12/05/2010","12/05/2010","12/05/2010",NA,"Kesar Marble and Granite Ltd",34391837455,"Construction Materials"
"34391681145","MTR Foods Pvt Ltd","Merger","12/02/2007","12/02/2007",NA,0,"Orkla ASA",0,0,0,0,0,0,0,0,0,0,0,0,5.1,1,0,0,"Food & Tobacco","Food Processing","Consumer Non-Cyclicals","Food & Beverages","Fruit & Vegetable Processing","12/02/2007","India","12/02/2007","12/02/2007","12/02/2007","12/02/2007","12/02/2007","12/02/2007","12/02/2007","12/02/2007",NA,"MTR Foods Pvt Ltd",34391681145,"Food & Tobacco"
"34391658020","Indegene Ltd","Merger","13/09/2005","13/09/2005",NA,0,"medsn Inc",0,0,0,0,0,0,0,0,0,0,0,0,5.4,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Business Support Services (NEC)","13/09/2005","India","13/09/2005","13/09/2005","13/09/2005","13/09/2005","13/09/2005","13/09/2005","13/09/2005","13/09/2005",NA,"Indegene Ltd",34391658020,"Professional & Commercial Services"
"34391686007","G4 Software Tech(India)Ltd","Merger","04/09/2006","04/09/2006",NA,0,"3i Infotech Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,"Software & IT Services","IT Services & Consulting","Technology","Software & IT Services","IT Services & Consulting (NEC)","04/09/2006","India","04/09/2006","04/09/2006","04/09/2006","04/09/2006","04/09/2006","04/09/2006","04/09/2006","04/09/2006",NA,"G4 Software Tech(India)Ltd",34391686007,"Software & IT Services"
"34391731112","Brainvisa Technologies Pvt., Ltd.","Merger","21/08/2007","21/08/2007",NA,0,"Indecomm Global Services Inc",0,0,0,0,0,0,0,0,0,0,0,0,7.4,1,0,0,"Telecommunications Services","Integrated Telecommunications Services","Technology","Telecommunications Services","Internet Service Providers","21/08/2007","India","21/08/2007","21/08/2007","21/08/2007","21/08/2007","21/08/2007","21/08/2007","21/08/2007","21/08/2007",NA,"Brainvisa Technologies Pvt., Ltd.",34391731112,"Telecommunications Services"
"154084847890","PTC India Financial Services Ltd","IPO","09/12/2010","29/03/2011",NA,98.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1,1,0,"Banking Services","Corporate Financial Services","Financials","Banking & Investment Services","Corporate Financial Services (NEC)","29/03/2011","India","09/12/2010","29/03/2011","29/03/2011","09/12/2010","29/03/2011","29/03/2011","09/12/2010","29/03/2011",NA,"PTC India Financial Services Ltd",154084847890,"Banking Services"
